trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
520.0,2.62,1.0,56.25,38,5.5,99.75,0
277.0,2.03,1.0,45.0,12,13.199999999999989,70.19999999999999,0
645.0,2.74,1.0,67.5,20,34.45000000000002,121.95000000000002,1
581.0,0.97,1.0,52.5,0,13.5,66.0,0
966.0,6.6,1.0,120.0,29,26.950000000000017,175.95000000000002,1
1211.0,4.09,1.0,108.75,27,26.69999999999999,162.45,1
480.0,1.88,1.0,56.25,8,5.5,69.75,0
916.0,5.47,1.0,101.25,26,26.200000000000017,153.45000000000002,1
544.0,3.07,2.0,63.75,20,33.7,117.45,1
879.0,2.2,1.0,78.75,0,26.625,105.375,1
483.0,1.21,1.0,48.75,12,13.950000000000005,74.7,0
951.0,4.67,1.0,97.5,0,26.625,124.125,1
847.0,0.05,1.0,71.25,0,6.0,77.25,0
879.0,4.88,1.0,90.0,0,13.5,103.5,0
289.0,1.67,1.0,41.25,0,6.0,47.25,0
674.0,3.01,1.0,71.25,21,34.2,126.45,1
287.0,1.5,1.0,41.25,0,6.0,47.25,0
1426.0,8.38,2.0,142.5,0,6.0,148.5,0
334.0,0.8,1.0,60.0,5,1.8250000000000028,66.825,0
1006.0,7.05,1.0,116.25,0,6.0,122.25,0
1131.0,10.78,1.0,157.5,22,27.125,206.625,1
553.0,2.2,6.0,56.25,0,9.75,66.0,0
113.0,0.48,5.0,26.25,0,6.0,32.25,0
570.0,1.5,2.0,56.25,0,6.000000000000007,62.25000000000001,0
1271.0,2.35,1.0,101.25,0,13.5,114.75,0
471.0,3.57,1.0,63.75,5,6.25,75.0,0
1048.0,5.15,1.0,105.0,26,26.94999999999999,157.95,1
286.0,1.45,1.0,41.25,0,13.5,54.75,0
825.0,4.2,1.0,86.25,0,6.0,92.25,0
766.0,4.14,1.0,86.25,29,30.55000000000001,145.8,1
544.0,2.8,1.0,63.75,17,6.399999999999992,87.14999999999999,0
609.0,2.01,2.0,56.25,9,6.299999999999997,71.55,0
1312.0,10.94,1.0,165.0,0,26.625,191.625,1
785.0,2.17,1.0,75.0,16,6.200000000000003,97.2,0
632.0,5.62,3.0,93.75,0,6.0,99.75,0
185.0,0.97,1.0,30.0,0,9.75,39.75,0
307.0,1.9,6.0,45.0,9,6.0,60.0,0
735.0,4.35,1.0,86.25,18,6.375,110.625,0
1078.0,5.6,1.0,105.0,0,6.0,111.0,0
345.0,1.74,1.0,45.0,0,13.5,58.5,0
853.0,3.07,2.0,78.75,17,5.950000000000003,101.7,0
665.0,4.14,1.0,78.75,0,6.0,84.75,0
759.0,3.88,1.0,78.75,0,6.0,84.75,0
877.0,3.88,1.0,86.25,30,13.424999999999985,129.67499999999998,0
632.0,1.82,1.0,63.75,20,33.7,117.45,1
786.0,4.59,1.0,86.25,0,6.0,92.25,0
585.0,1.96,1.0,60.0,30,13.5,103.5,0
635.0,3.09,1.0,67.5,19,26.450000000000003,112.95,1
1520.0,5.6,1.0,127.5,0,26.625,154.125,1
47506.0,0.95,1.0,33.75,0,6.0,39.75,0
1681.0,7.72,1.0,153.75,0,6.0,159.75,0
217.0,0.82,2.0,33.75,0,9.75,43.5,0
531.0,1.3,1.0,52.5,8,13.0,73.5,0
1032.0,3.78,1.0,93.75,0,6.0,99.75,0
1241.0,7.53,2.0,142.5,31,13.699999999999989,187.2,0
910.0,4.55,1.0,187.5,0,2.25,189.75,0
1342.0,8.64,1.0,146.25,0,6.0,152.25,0
1752.0,7.76,1.0,153.75,0,30.375,184.125,1
496.0,1.98,1.0,52.5,0,6.0,58.5,0
1581.0,5.79,1.0,135.0,30,13.125,178.125,0
528.0,3.19,2.0,63.75,0,30.375,94.125,1
394.0,2.37,1.0,48.75,15,13.5,77.25,0
502.0,1.61,2.0,52.5,0,6.0,58.5,0
890.0,3.22,1.0,82.5,0,6.0,88.5,0
1034.0,5.13,2.0,105.0,35,33.92500000000001,173.925,1
121.0,0.48,1.0,26.25,0,6.0,32.25,0
768.0,2.9,1.0,75.0,0,13.5,88.5,0
1565.0,9.82,2.0,176.25,0,26.625,202.875,1
1853.0,17.48,1.0,247.5,38,29.875,315.375,1
1102.0,3.15,1.0,93.75,0,6.0,99.75,0
815.0,4.65,3.0,90.0,22,27.125,139.125,1
485.0,4.41,1.0,75.0,24,6.299999999999997,105.3,0
143.0,1.16,1.0,33.75,8,5.950000000000003,47.7,0
837.0,3.93,1.0,82.5,0,13.5,96.0,0
489.0,2.25,1.0,56.25,19,5.674999999999997,80.925,0
20.0,0.1,1.0,18.75,0,6.0,24.75,0
450.0,1.79,1.0,48.75,0,9.75,58.5,0
887.0,6.69,1.0,112.5,41,26.875,180.375,1
841.0,2.11,1.0,71.25,15,6.450000000000003,92.7,0
843.0,3.25,1.0,78.75,0,6.0,84.75,0
866.0,1.69,1.0,75.0,0,13.5,88.5,0
563.0,1.61,1.0,56.25,0,6.000000000000007,62.25000000000001,0
975.0,12.92,1.0,180.0,0,6.0,186.0,0
688.0,2.25,1.0,67.5,0,6.0,73.5,0
355.0,1.08,1.0,41.25,0,6.0,47.25,0
1375.0,5.2,1.0,123.75,0,6.0,129.75,0
1546.0,17.54,2.0,240.0,0,9.75,249.75,0
611.0,2.7,1.0,63.75,0,13.5,77.25,0
961.0,5.2,1.0,101.25,26,26.200000000000017,153.45000000000002,1
2283.0,30.56,1.0,527.1750000000001,106,2.149999999999864,635.3249999999999,0
227.0,1.29,1.0,37.5,0,13.5,51.0,0
363.0,1.77,1.0,48.75,16,30.125,94.875,1
285.0,2.04,1.0,45.0,0,6.0,51.0,0
446.0,1.87,1.0,52.5,12,5.699999999999989,70.19999999999999,0
1303.0,6.07,1.0,123.75,27,9.449999999999989,160.2,0
210.0,1.29,1.0,37.5,0,6.0,43.5,0
1687.0,5.95,2.0,142.5,0,6.0,148.5,0
304.0,2.43,1.0,48.75,0,6.0,54.75,0
695.0,5.41,1.0,90.0,0,13.5,103.5,0
735.0,5.28,1.0,90.0,0,13.5,103.5,0
707.0,2.74,1.0,67.5,15,5.625,88.125,0
765.0,11.27,1.0,157.5,0,6.0,163.5,0
1100.0,12.52,1.0,176.25,0,26.625,202.875,1
3292.0,27.26,1.0,390.0,38,88.375,516.375,0
597.0,2.41,1.0,63.75,14,5.875,83.625,0
714.0,2.41,2.0,71.25,19,6.349999999999994,96.6,0
521.0,3.19,1.0,71.25,0,30.375,101.625,1
2507.0,14.15,3.0,255.0,62,55.14999999999998,372.15,0
360.0,1.61,2.0,45.0,11,26.875,82.875,1
432.0,1.93,1.0,52.5,12,5.625,70.125,0
821.0,2.9,1.0,78.75,22,9.875,110.625,0
793.0,4.43,1.0,90.0,0,6.0,96.0,0
262.0,1.13,2.0,37.5,0,6.0,43.5,0
738.0,2.86,1.0,67.5,0,6.0,73.5,0
815.0,2.8,6.0,75.0,16,6.200000000000003,97.2,0
932.0,3.35,1.0,86.25,15,6.0,107.25,0
485.0,2.37,1.0,60.0,0,13.5,73.5,0
461.0,1.66,1.0,52.5,16,26.450000000000003,94.95,1
659.0,2.41,1.0,63.75,14,5.950000000000003,83.7,0
2685.0,11.28,1.0,228.75,77,26.275000000000038,332.02500000000003,1
581.0,4.15,6.0,75.0,0,62.625,137.625,0
856.0,6.28,1.0,90.0,0,2.25,92.25,0
380.0,1.16,1.0,45.0,15,6.299999999999997,66.3,0
1293.0,15.39,2.0,210.0,47,26.94999999999999,283.95,1
599.0,4.78,1.0,82.5,0,6.0,88.5,0
1292.0,5.78,1.0,116.25,0,6.0,122.25,0
1371.0,4.76,1.0,116.25,0,13.5,129.75,0
1852.0,9.14,1.0,176.25,36,6.449999999999989,218.7,0
2043.0,14.0,1.0,232.5,22,27.125,281.625,1
299.0,1.0,1.0,37.5,10,13.700000000000005,61.2,0
913.0,5.05,1.0,97.5,0,13.5,111.0,0
2203.0,11.56,1.0,210.0,22,30.875,262.875,1
918.0,6.23,1.0,105.0,0,34.125,139.125,1
1132.0,13.6,1.0,195.0,50,55.150000000000034,300.15000000000003,0
471.0,1.11,1.0,48.75,0,6.0,54.75,0
944.0,1.09,1.0,78.75,0,6.0,84.75,0
664.0,3.75,1.0,78.75,16,10.25,105.0,0
2230.0,13.79,1.0,247.5,0,9.75,257.25,0
349.0,1.05,1.0,41.25,8,5.5,54.75,0
846.0,2.57,1.0,78.75,18,13.950000000000005,110.7,0
189.0,0.82,1.0,33.75,9,9.450000000000005,52.2,0
1429.0,3.54,1.0,112.5,0,13.5,126.0,0
251.0,0.97,1.0,33.75,38,5.5,77.25,0
845.0,2.61,1.0,75.0,0,13.5,88.5,0
633.0,2.64,1.0,63.75,17,6.399999999999992,87.14999999999999,0
2406.0,7.61,2.0,202.5,0,6.0,208.5,0
630.0,2.24,1.0,63.75,27,26.77500000000001,117.525,1
1035.0,5.15,1.0,93.75,26,33.70000000000002,153.45000000000002,1
1482.0,5.75,1.0,127.5,0,9.75,137.25,0
449.0,2.25,1.0,52.5,0,9.750000000000009,62.25000000000001,0
392.0,1.9,1.0,48.75,0,6.0,54.75,0
754.0,6.02,1.0,97.5,0,6.0,103.5,0
1723.0,6.68,1.0,150.0,0,6.0,156.0,0
1631.0,8.42,1.0,165.0,38,26.94999999999999,229.95,1
354.0,1.29,1.0,45.0,14,9.399999999999991,68.39999999999999,0
1201.0,6.16,1.0,120.0,15,34.125,169.125,1
526.0,3.06,1.0,63.75,18,10.125,91.875,0
1215.0,22.43,4.0,375.0,75,2.6999999999999886,452.7,0
346.0,1.88,1.0,48.75,8,29.875,86.625,1
104.0,0.79,1.0,26.25,11,6.25,43.5,0
633.0,3.86,1.0,78.75,15,6.0,99.75,0
1080.0,2.9,1.0,90.0,23,26.94999999999999,139.95,1
561.0,2.61,1.0,63.75,0,9.75,73.5,0
2072.0,12.34,1.0,213.75,48,26.69999999999999,288.45,1
609.0,2.99,1.0,67.5,19,26.450000000000003,112.95,1
660.0,3.75,1.0,75.0,17,9.700000000000005,101.7,0
493.0,2.88,1.0,375.0,0,2.25,377.25,0
407.0,2.11,1.0,52.5,0,9.750000000000009,62.25000000000001,0
726.0,2.95,1.0,75.0,22,33.95000000000002,130.95000000000002,1
854.0,3.36,2.0,78.75,18,13.950000000000005,110.7,0
114.0,1.13,1.0,30.0,0,6.0,36.0,0
236.0,1.13,1.0,37.5,75,9.75,122.25,0
1031.0,6.66,1.0,150.0,0,2.25,152.25,0
631.0,2.77,1.0,63.75,14,5.950000000000003,83.7,0
1038.0,8.64,1.0,142.5,0,6.0,148.5,0
679.0,2.88,6.0,71.25,0,6.0,77.25,0
1367.0,13.52,1.0,202.5,64,55.54999999999996,322.04999999999995,0
1145.0,2.93,1.0,97.5,21,5.700000000000003,124.2,0
676.0,3.15,1.0,71.25,0,6.0,77.25,0
653.0,1.83,1.0,63.75,14,5.950000000000003,83.7,0
1032.0,6.6,1.0,112.5,28,26.450000000000017,166.95000000000002,1
554.0,4.28,1.0,75.0,0,6.0,81.0,0
1001.0,3.09,1.0,86.25,0,6.0,92.25,0
637.0,3.01,1.0,75.0,25,10.174999999999995,110.175,0
631.0,4.26,1.0,78.75,21,26.700000000000003,126.45,1
1133.0,4.89,1.0,108.75,0,6.0,114.75,0
940.0,3.03,1.0,82.5,0,6.0,88.5,0
608.0,3.73,1.0,71.25,0,9.75,81.0,0
1013.0,2.66,1.0,86.25,0,6.0,92.25,0
1059.0,6.2,1.0,112.5,0,6.0,118.5,0
1238.0,3.41,1.0,101.25,8,26.125,135.375,1
450.0,3.12,1.0,60.0,8,29.875,97.875,1
286.0,1.77,2.0,41.25,30,6.0,77.25,0
960.0,8.21,1.0,225.0,57,2.1000000000000227,284.1,0
83652.0,2.85,1.0,71.25,15,6.450000000000003,92.7,0
213.0,0.71,1.0,33.75,3,5.774999999999999,42.525,0
1870.0,8.37,1.0,176.25,36,6.449999999999989,218.7,0
427.0,1.24,5.0,45.0,0,13.5,58.5,0
307.0,1.63,1.0,45.0,0,9.75,54.75,0
982.0,6.37,1.0,105.0,0,6.0,111.0,0
391.0,1.09,1.0,45.0,0,6.0,51.0,0
1721.0,5.63,1.0,146.25,0,6.0,152.25,0
483.0,2.9,1.0,60.0,0,9.75,69.75,0
1964.0,11.67,1.0,210.0,0,26.625,236.625,1
343.0,2.22,1.0,48.75,0,9.75,58.5,0
419.0,1.48,1.0,48.75,12,34.575,95.325,1
2737.0,7.0,1.0,217.5,0,6.0,223.5,0
1000.0,3.43,1.0,90.0,0,13.5,103.5,0
417.0,2.09,5.0,52.5,16,9.350000000000009,77.85000000000001,0
1191.0,4.8,1.0,108.75,36,33.82499999999999,178.575,1
527.0,2.38,1.0,60.0,8,33.625,101.625,1
1145.0,6.92,0.0,127.5,31,26.375,184.875,1
1299.0,13.53,1.0,198.75,51,6.150000000000006,255.9,0
676.0,4.51,1.0,78.75,16,34.625,129.375,1
3906.0,19.05,1.0,352.5,76,26.44999999999999,454.95,1
2392.0,10.65,1.0,213.75,0,6.0,219.75,0
755.0,5.57,1.0,93.75,12,26.625,132.375,1
629.0,2.09,1.0,63.75,23,13.375,100.125,0
255.0,1.24,1.0,37.5,8,9.25,54.75,0
543.0,2.09,2.0,60.0,15,13.125,88.125,0
145.0,0.92,1.0,30.0,11,6.25,47.25,0
439.0,2.12,1.0,52.5,0,9.750000000000009,62.25000000000001,0
947.0,3.23,1.0,86.25,23,26.19999999999999,135.45,1
914.0,7.02,1.0,116.25,38,9.550000000000011,163.8,0
510.0,3.91,1.0,71.25,0,26.625,97.875,1
948.0,10.43,1.0,146.25,0,26.625,172.875,1
479.0,1.72,2.0,52.5,12,10.200000000000005,74.7,0
521.0,2.27,1.0,56.25,0,13.5,69.75,0
326.0,1.71,2.0,41.25,8,6.475000000000001,55.725,0
1378.0,8.9,1.0,150.0,0,26.625,176.625,1
419.0,1.38,1.0,48.75,8,13.0,69.75,0
1146.0,14.89,2.0,210.0,15,6.0,231.0,0
2657.0,15.77,1.0,296.25,0,9.75,306.0,0
126.0,0.35,1.0,26.25,0,9.75,36.0,0
1616.0,10.4,6.0,176.25,0,26.625,202.875,1
897.0,3.85,1.0,86.25,28,26.82499999999999,141.075,1
3032.0,20.44,0.0,348.75,75,26.625,450.375,1
370.0,2.32,2.0,52.5,0,6.0,58.5,0
502.0,1.43,2.0,52.5,0,6.0,58.5,0
891.0,2.96,1.0,82.5,22,26.450000000000017,130.95000000000002,1
933.0,5.54,1.0,105.0,0,9.75,114.75,0
1062.0,3.86,1.0,93.75,0,6.0,99.75,0
564.0,2.74,1.0,60.0,0,6.0,66.0,0
766.0,3.54,1.0,78.75,15,6.224999999999994,99.975,0
595.0,2.24,2.0,63.75,0,6.0,69.75,0
336.0,1.45,2.0,41.25,0,13.5,54.75,0
1019.0,5.6,1.0,105.0,15,13.5,133.5,0
506.0,2.0,2.0,56.25,12,6.450000000000003,74.7,0
382.0,3.54,1.0,63.75,38,54.625,156.375,0
1550.0,13.15,1.0,187.5,15,55.125,257.625,0
1404.0,11.91,0.0,180.0,0,26.625,206.625,1
541.0,0.97,1.0,52.5,12,5.699999999999989,70.19999999999999,0
377.0,2.45,2.0,52.5,12,10.200000000000005,74.7,0
316.0,1.83,1.0,45.0,9,13.5,67.5,0
263.0,2.4,1.0,45.0,0,13.5,58.5,0
279.0,1.43,1.0,41.25,0,9.75,51.0,0
453.0,2.27,1.0,52.5,13,9.5,75.0,0
389.0,0.97,1.0,41.25,0,6.0,47.25,0
732.0,2.9,1.0,71.25,0,13.5,84.75,0
468.0,3.8,1.0,63.75,15,30.375,109.125,1
686.0,4.09,1.0,78.75,0,13.5,92.25,0
783.0,8.55,2.0,131.25,0,9.75,141.0,0
739.0,7.0,1.0,105.0,15,6.0,126.0,0
333.0,1.9,1.0,45.0,8,5.650000000000006,58.650000000000006,0
1411.0,6.82,1.0,135.0,0,26.625,161.625,1
684.0,5.28,1.0,93.75,21,9.450000000000005,124.2,0
1584.0,13.45,1.0,232.5,0,13.5,246.0,0
1205.0,4.99,1.0,108.75,0,34.125,142.875,1
730.0,5.62,1.0,97.5,0,9.75,107.25,0
2342.0,7.08,1.0,183.75,54,34.5,272.25,1
275.0,0.72,1.0,37.5,0,13.5,51.0,0
568.0,2.9,1.0,67.5,15,5.700000000000003,88.2,0
842.0,2.04,1.0,75.0,0,13.5,88.5,0
779.0,3.64,1.0,78.75,15,6.0,99.75,0
1297.0,8.4,1.0,146.25,0,34.125,180.375,1
791.0,3.7,2.0,78.75,11,6.25,96.0,0
1445.0,7.39,1.0,138.75,0,30.375,169.125,1
1059.0,2.4,1.0,86.25,18,6.450000000000003,110.7,0
595.0,2.45,1.0,63.75,0,9.75,73.5,0
402.0,1.71,1.0,48.75,0,6.0,54.75,0
280.0,1.58,1.0,41.25,0,6.0,47.25,0
401.0,1.58,1.0,45.0,0,26.625,71.625,1
671.0,2.75,1.0,67.5,11,13.75,92.25,0
3413.0,15.8,1.0,303.75,68,33.7000000000001,405.4500000000001,1
2038.0,4.09,1.0,101.25,0,6.0,107.25,0
664.0,3.09,1.0,71.25,16,9.950000000000005,97.2,0
755.0,5.54,5.0,97.5,21,5.700000000000003,124.2,0
445.0,2.04,1.0,52.5,0,6.0,58.5,0
1144.0,10.83,1.0,161.25,0,9.75,171.0,0
418.0,5.97,1.0,90.0,20,9.700000000000005,119.7,0
1049.0,4.39,1.0,101.25,19,6.349999999999994,126.6,0
1147.0,5.63,0.0,108.75,27,26.625,162.375,1
2022.0,18.31,1.0,270.0,83,5.800000000000011,358.8,0
193.0,1.03,1.0,33.75,30,9.75,73.5,0
322.0,0.92,1.0,41.25,0,13.5,54.75,0
1407.0,9.87,1.0,187.5,0,2.25,189.75,0
633.0,1.8,1.0,60.0,4,13.25,77.25,0
1060.0,2.8,1.0,90.0,0,6.0,96.0,0
265.0,1.32,1.0,37.5,0,9.75,47.25,0
375.0,1.61,1.0,45.0,0,6.0,51.0,0
263.0,1.77,1.0,41.25,0,6.0,47.25,0
1230.0,5.29,1.0,116.25,15,26.625,157.875,1
1503.0,10.75,1.0,180.0,0,6.0,186.0,0
157.0,1.06,1.0,30.0,4,5.600000000000001,39.6,0
1114.0,5.79,1.0,108.75,36,33.75,178.5,1
2032.0,12.79,1.0,217.5,0,6.0,223.5,0
960.0,13.36,1.0,180.0,0,9.75,189.75,0
394.0,1.37,1.0,45.0,0,6.0,51.0,0
1290.0,4.35,1.0,112.5,28,26.450000000000017,166.95000000000002,1
563.0,1.92,1.0,60.0,14,9.700000000000005,83.7,0
318.0,1.61,1.0,45.0,14,26.875,85.875,1
1432.0,8.59,1.0,150.0,15,26.625,191.625,1
573.0,4.52,1.0,82.5,0,6.0,88.5,0
988.0,6.04,1.0,108.75,20,26.950000000000017,155.70000000000002,1
206.0,1.11,1.0,33.75,12,5.924999999999997,51.675,0
545.0,1.93,1.0,56.25,0,6.000000000000007,62.25000000000001,0
773.0,6.42,1.0,105.0,26,26.94999999999999,157.95,1
874.0,2.86,1.0,78.75,21,26.700000000000003,126.45,1
649.0,2.24,5.0,63.75,14,5.950000000000003,83.7,0
637.0,3.52,1.0,75.0,16,6.200000000000003,97.2,0
883.0,2.95,1.0,82.5,15,6.0,103.5,0
86190.0,3.51,1.0,63.75,0,6.0,69.75,0
329.0,1.09,1.0,41.25,9,6.450000000000003,56.7,0
1355.0,7.89,4.0,150.0,22,27.125,199.125,1
858.0,6.28,1.0,116.25,0,6.0,122.25,0
501.0,2.09,1.0,56.25,21,26.25,103.5,1
873.0,3.94,1.0,86.25,30,13.424999999999985,129.67499999999998,0
465.0,2.16,1.0,56.25,0,6.000000000000007,62.25000000000001,0
1085.0,5.91,5.0,116.25,0,13.5,129.75,0
2232.0,20.6,1.0,303.75,38,54.625,396.375,0
1820.0,5.15,1.0,138.75,41,26.94999999999999,206.7,1
396.0,1.64,4.0,48.75,0,6.0,54.75,0
1616.0,13.95,1.0,198.75,45,26.700000000000045,270.45000000000005,1
376.0,2.56,1.0,52.5,11,34.375,97.875,1
550.0,2.08,1.0,56.25,12,6.450000000000003,74.7,0
1251.0,5.73,1.0,120.0,0,6.0,126.0,0
1022.0,5.33,1.0,105.0,0,26.625,131.625,1
1082.0,4.33,3.0,101.25,0,6.0,107.25,0
1875.0,20.12,1.0,281.25,69,62.25,412.5,0
995.0,7.34,1.0,123.75,30,26.69999999999999,180.45,1
2495.0,9.66,0.0,210.0,0,13.5,223.5,0
865.0,5.33,1.0,93.75,0,9.75,103.5,0
691.0,1.66,1.0,63.75,0,26.625,90.375,1
2148.0,7.56,1.0,176.25,38,13.449999999999989,227.7,0
982.0,4.15,1.0,97.5,8,5.5,111.0,0
208.0,0.85,1.0,33.75,12,5.924999999999997,51.675,0
176.0,0.85,1.0,30.0,0,6.0,36.0,0
763.0,2.99,1.0,75.0,8,5.5,88.5,0
451.0,1.87,2.0,52.5,0,9.750000000000009,62.25000000000001,0
678.0,2.59,1.0,67.5,8,5.5,81.0,0
1267.0,8.14,2.0,123.75,0,26.625,150.375,1
267.0,0.69,1.0,33.75,0,13.5,47.25,0
353.0,1.37,1.0,41.25,11,34.45,86.7,1
707.0,7.84,1.0,120.0,0,26.625,146.625,1
316.0,1.77,1.0,45.0,4,30.200000000000003,79.2,1
392.0,2.67,1.0,56.25,9,9.75,75.0,0
221.0,1.08,1.0,60.0,19,1.9249999999999967,80.925,0
446.0,1.58,1.0,52.5,13,13.700000000000005,79.2,0
194.0,0.82,1.0,30.0,0,6.0,36.0,0
1163.0,8.55,5.0,142.5,30,10.199999999999989,182.7,0
1523.0,8.88,1.0,153.75,32,27.099999999999994,212.85,1
647.0,1.93,1.0,63.75,4,5.524999999999992,73.27499999999999,0
636.0,3.75,6.0,71.25,20,26.200000000000003,117.45,1
755.0,3.19,1.0,75.0,24,6.299999999999997,105.3,0
757.0,2.48,1.0,75.0,0,9.75,84.75,0
600.0,6.97,1.0,108.75,22,26.75,157.5,1
593.0,2.72,1.0,63.75,17,6.399999999999992,87.14999999999999,0
1642.0,12.38,1.0,198.75,0,6.0,204.75,0
1164.0,10.48,1.0,168.75,8,33.625,210.375,1
1041.0,4.44,1.0,97.5,19,26.225000000000023,142.72500000000002,1
445.0,2.06,1.0,52.5,12,10.200000000000005,74.7,0
201.0,1.8,1.0,37.5,15,9.750000000000009,62.25000000000001,0
1038.0,3.11,1.0,90.0,0,6.0,96.0,0
780.0,6.21,1.0,108.75,0,6.0,114.75,0
1782.0,6.87,1.0,150.0,53,26.57499999999999,229.575,1
658.0,3.14,1.0,71.25,20,26.200000000000003,117.45,1
437.0,1.85,1.0,52.5,13,13.700000000000005,79.2,0
703.0,1.61,1.0,63.75,38,13.0,114.75,0
1089.0,9.06,1.0,146.25,45,34.19999999999999,225.45,1
1660.0,12.42,1.0,195.0,44,26.94999999999999,265.95,1
546.0,3.06,1.0,63.75,0,6.0,69.75,0
2178.0,22.66,1.0,311.25,63,6.449999999999989,380.7,0
1257.0,4.14,1.0,108.75,0,6.0,114.75,0
366.0,2.33,1.0,48.75,0,6.0,54.75,0
637.0,2.57,1.0,67.5,15,10.200000000000005,92.7,0
790.0,2.72,1.0,75.0,0,13.5,88.5,0
1297.0,6.53,1.0,135.0,28,6.199999999999989,169.2,0
1591.0,13.86,2.0,202.5,0,6.0,208.5,0
895.0,4.18,2.0,112.5,23,2.1999999999999886,137.7,0
2366.0,17.59,1.0,277.5,61,26.44999999999999,364.95,1
963.0,4.25,1.0,93.75,28,34.25,156.0,1
599.0,1.92,1.0,60.0,0,6.0,66.0,0
255.0,1.56,1.0,37.5,0,6.0,43.5,0
407.0,1.14,1.0,41.25,0,9.75,51.0,0
4505.0,37.67,1.0,547.5,0,30.375,577.875,1
550.0,2.41,1.0,60.0,0,9.75,69.75,0
740.0,3.86,6.0,78.75,25,6.424999999999997,110.175,0
780.0,2.2,1.0,71.25,8,5.5,84.75,0
655.0,2.46,1.0,63.75,8,5.5,77.25,0
689.0,3.17,1.0,75.0,15,6.0,96.0,0
1718.0,4.23,1.0,131.25,0,13.5,144.75,0
630.0,2.93,1.0,67.5,0,9.75,77.25,0
468.0,2.74,1.0,56.25,8,5.5,69.75,0
1046.0,8.11,2.0,120.0,0,2.25,122.25,0
1033.0,6.02,1.0,120.0,150,26.625,296.625,1
1236.0,6.53,1.0,123.75,0,6.0,129.75,0
457.0,2.33,1.0,52.5,12,5.699999999999989,70.19999999999999,0
391.0,1.93,1.0,48.75,0,13.500000000000009,62.25000000000001,0
650.0,4.57,1.0,82.5,29,13.299999999999995,124.8,0
510.0,3.89,1.0,71.25,16,9.950000000000005,97.2,0
844.0,3.11,1.0,82.5,0,34.125,116.625,1
947.0,4.26,1.0,93.75,32,34.07499999999999,159.825,1
298.0,1.14,1.0,37.5,0,6.0,43.5,0
569.0,3.54,1.0,67.5,0,26.625,94.125,1
322.0,1.51,1.0,41.25,8,5.5,54.75,0
477.0,2.93,1.0,60.0,0,9.75,69.75,0
1183.0,5.63,1.0,116.25,30,34.19999999999999,180.45,1
2101.0,16.37,1.0,251.25,38,29.875,319.125,1
1744.0,3.15,1.0,131.25,0,6.0,137.25,0
2355.0,6.74,1.0,187.5,0,6.0,193.5,0
123.0,1.51,1.0,33.75,0,6.0,39.75,0
1162.0,13.84,1.0,225.0,0,2.25,227.25,0
682.0,4.36,1.0,78.75,0,6.0,84.75,0
765.0,8.63,1.0,127.5,0,6.0,133.5,0
336.0,1.61,1.0,45.0,10,6.125,61.125,0
795.0,3.83,1.0,82.5,17,34.599999999999994,134.1,1
281.0,1.3,1.0,41.25,0,6.0,47.25,0
3855.0,9.78,1.0,292.5,61,13.699999999999989,367.2,0
670.0,2.74,1.0,67.5,0,9.75,77.25,0
454.0,4.35,1.0,75.0,0,9.75,84.75,0
653.0,4.36,1.0,82.5,33,26.32499999999999,141.825,1
1526.0,13.71,1.0,195.0,0,13.5,208.5,0
649.0,1.59,1.0,60.0,0,13.5,73.5,0
485.0,1.71,1.0,52.5,12,5.699999999999989,70.19999999999999,0
569.0,1.71,1.0,56.25,0,13.5,69.75,0
228.0,1.26,1.0,37.5,0,6.0,43.5,0
237.0,1.56,2.0,37.5,8,5.5,51.0,0
1664.0,8.35,1.0,157.5,0,26.625,184.125,1
1206.0,4.91,1.0,108.75,27,26.69999999999999,162.45,1
532.0,1.51,2.0,56.25,0,9.75,66.0,0
795.0,2.9,1.0,75.0,0,13.5,88.5,0
921.0,7.4,1.0,123.75,45,59.25,228.0,0
225.0,1.03,1.0,33.75,0,9.75,43.5,0
340.0,0.64,1.0,37.5,0,13.5,51.0,0
141.0,0.93,2.0,30.0,0,13.5,43.5,0
815.0,3.38,1.0,78.75,0,6.0,84.75,0
680.0,3.43,1.0,105.0,0,2.25,107.25,0
788.0,2.82,1.0,75.0,0,13.5,88.5,0
835.0,3.43,1.0,82.5,12,33.82499999999999,128.325,1
335.0,1.46,1.0,45.0,0,6.0,51.0,0
28.0,0.19,1.0,18.75,0,9.75,28.5,0
468.0,1.95,1.0,56.25,14,33.7,103.95,1
2909.0,11.91,1.0,262.5,58,26.44999999999999,346.95,1
683.0,2.66,1.0,71.25,0,6.0,77.25,0
368.0,2.77,1.0,56.25,0,13.5,69.75,0
1020.0,8.26,1.0,127.5,0,9.75,137.25,0
869.0,7.58,1.0,123.75,15,26.625,165.375,1
375.0,1.29,3.0,45.0,0,6.0,51.0,0
565.0,4.92,1.0,78.75,0,26.625,105.375,1
1630.0,12.07,1.0,195.0,44,26.875,265.875,1
234.0,1.4,1.0,37.5,10,13.700000000000005,61.2,0
729.0,3.07,1.0,71.25,0,13.5,84.75,0
679.0,4.39,1.0,82.5,23,34.44999999999999,139.95,1
1187.0,5.47,1.0,116.25,0,34.125,150.375,1
1175.0,6.12,2.0,116.25,0,34.125,150.375,1
